model_code|version_name|version_code|spec_category|spec_category_vn|spec_key|spec_key_vn|spec_value|spec_unit|source_url
VF 6|Eco||infotainment|Giải trí & kết nối|navigation|Điều hướng & dẫn đường|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Eco||infotainment|Giải trí & kết nối|gaming|Trò chơi|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Eco||infotainment|Giải trí & kết nối|web_browser|Trình duyệt web|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Eco||infotainment|Giải trí & kết nối|self_diagnosis|Tự chẩn đoán lỗi|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Eco||infotainment|Giải trí & kết nối|ota_update|Cập nhật phần mềm từ xa|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Eco||infotainment|Giải trí & kết nối|virtual_assistant|Trợ lý ảo|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Eco||infotainment|Giải trí & kết nối|phone_app|Ứng dụng điện thoại|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||dimension|Kích thước & trọng lượng|length_mm|Chiều dài tổng thể|4241|mm|https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||dimension|Kích thước & trọng lượng|width_mm|Chiều rộng tổng thể|1834|mm|https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||dimension|Kích thước & trọng lượng|height_mm|Chiều cao tổng thể|1580|mm|https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||dimension|Kích thước & trọng lượng|wheelbase_mm|Chiều dài cơ sở|2.730|mm|https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||dimension|Kích thước & trọng lượng|ground_clearance_mm|Khoảng sáng gầm xe|170|mm|https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||powertrain|Hệ thống truyền động|power_kw|Công suất tối đa|150|kW|https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||powertrain|Hệ thống truyền động|torque_nm|Mô-men xoắn cực đại|310|Nm|https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||battery|Pin & sạc|range_km|Phạm vi di chuyển|460|km|https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||battery|Pin & sạc|battery_kwh|Dung lượng pin khả dụng|59,6|kWh|https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||powertrain|Hệ thống truyền động|mobile_charger_type|Dây sạc di động|Phụ kiện (AFS 3,5kW)||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||powertrain|Hệ thống truyền động|home_charger_type|Bộ sạc tại nhà|Phụ kiện (AFS 7,4kW)||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||battery|Pin & sạc|fast_charge_min|Thời gian nạp pin nhanh nhất|25 phút (từ 10% - 70%)|phút|https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||powertrain|Hệ thống truyền động|drivetrain|Dẫn động|Cầu trước (FWD)||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||powertrain|Hệ thống truyền động|drive_modes|Chế độ lái|Eco/ Normal/ Sport||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||exterior|Ngoại thất|wheel_size_inch|Kích thước la-zăng|18 inch|inch|https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||chassis|Khung gầm & hệ thống treo|front_suspension_type|Hệ thống treo trước|Độc lập, MacPherson||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||chassis|Khung gầm & hệ thống treo|rear_suspension_type|Hệ thống treo sau|Thanh điều hướng đa điểm||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||exterior|Ngoại thất|headlight_type|Đèn chiếu sáng phía trước|LED||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||exterior|Ngoại thất|auto_headlights|Đèn pha tự động|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||exterior|Ngoại thất|drl_type|Đèn chiếu sáng ban ngày|LED||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||exterior|Ngoại thất|auto_high_beam|Tự động bật/tắt chế độ chiếu xa|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||exterior|Ngoại thất|tail_light_type|Đèn hậu|LED||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||exterior|Ngoại thất|front_brand_light|Đèn nhận diện thương hiệu trước|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||exterior|Ngoại thất|rear_brand_light|Đèn nhận diện thương hiệu sau|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||exterior|Ngoại thất|power_folding_mirrors|Gương chiếu hậu chỉnh điện / gập điện|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||exterior|Ngoại thất|rearview_mirror_type|Gương chiếu hậu|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||exterior|Ngoại thất|auto_wiper|Gạt mưa trước tự động|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||exterior|Ngoại thất|smart_key|Chìa khóa thông minh|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||interior|Nội thất|ac_type|Hệ thống điều hòa|Tự động, 2 vùng||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||interior|Nội thất|cabin_air_filter|Lọc không khí Cabin|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||interior|Nội thất|air_quality_control|Kiểm soát chất lượng không khí|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||interior|Nội thất|air_ionizer|Ion hóa không khí|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||interior|Nội thất|head_up_display|Màn hình hiển thị HUD|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||interior|Nội thất|display_inch|Màn hình giải trí cảm ứng|12,9 inch|inch|https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||infotainment|Giải trí & kết nối|smartphone_integration|Kết nối Android Auto / Apple CarPlay|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||interior|Nội thất|speakers|Hệ thống loa|6|số lượng|https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||interior|Nội thất|driver_seat_type|Ghế lái|Chỉnh điện 8 hướng||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||interior|Nội thất|leatherette_seats|Ghế bọc da nhân tạo|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||exterior|Ngoại thất|one_touch_windows|Kính cửa sổ chỉnh điện 1 chạm|Có, lên/xuống một chạm tất cả các vị trí||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||convenience|Tiện nghi|epb_auto_hold|Phanh đỗ điện tử & giữ phanh tự động|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||safety|An toàn|airbags|Túi khí|7||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||safety|An toàn|abs|Chống bó cứng phanh (ABS)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||safety|An toàn|ebd|Phân phối lực phanh điện tử (EBD)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||safety|An toàn|brake_assist|Hỗ trợ phanh khẩn cấp (BA)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||safety|An toàn|esc|Cân bằng điện tử (ESC)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||safety|An toàn|tcs|Kiểm soát lực kéo (TCS)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||safety|An toàn|hsa|Hỗ trợ khởi hành ngang dốc (HSA)|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||safety|An toàn|tpms|Giám sát áp suất lốp|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|highway_driving_assist|Trợ lái trên cao tốc / di chuyển khi tắc đường|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|auto_lane_change|Hỗ trợ tự động chuyển làn|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|cruise_control_type|Kiểm soát hành trình|Thích ứng||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|traffic_sign_recognition|Nhận biết biển báo giao thông|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|adaptive_cruise_control|Điều chỉnh tốc độ thông minh|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|lane_departure_warning|Cảnh báo chệch làn|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|lane_keep_assist|Hỗ trợ giữ làn|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|emergency_lane_keep|Hỗ trợ giữ làn khẩn cấp|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|aeb_front_rear|Phanh tự động khẩn cấp trước/sau|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|forward_collision_warning|Cảnh báo va chạm phía trước|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|blind_spot_warning|Cảnh báo điểm mù|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|rear_cross_traffic_alert|Cảnh báo phương tiện cắt ngang phía sau|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|door_open_warning|Cảnh báo mở cửa|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|rear_parking_assist|Hỗ trợ đỗ xe phía sau|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|rearview_camera|Camera lùi|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|surround_view_camera|Camera 360° / giám sát xung quanh|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||adas|Hỗ trợ lái nâng cao (ADAS)|driver_monitoring|Cảnh báo tài xế buồn ngủ & mất tập trung|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||security|An ninh|anti_theft_alarm|Cảnh báo chống trộm|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||security|An ninh|immobilizer|Khoá động cơ khi có trộm|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||infotainment|Giải trí & kết nối|special_operation_modes|Chế độ vận hành đặc biệt|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||infotainment|Giải trí & kết nối|online_entertainment|Giải trí trực tuyến|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||infotainment|Giải trí & kết nối|navigation|Điều hướng & dẫn đường|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||infotainment|Giải trí & kết nối|gaming|Trò chơi|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||infotainment|Giải trí & kết nối|web_browser|Trình duyệt web|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||infotainment|Giải trí & kết nối|self_diagnosis|Tự chẩn đoán lỗi|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||infotainment|Giải trí & kết nối|ota_update|Cập nhật phần mềm từ xa|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||infotainment|Giải trí & kết nối|virtual_assistant|Trợ lý ảo|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 6|Plus||infotainment|Giải trí & kết nối|phone_app|Ứng dụng điện thoại|Có||https://storage.googleapis.com/vinfast-data-01/brochure/14052026/VF%206_Brochure_Final_130526%20(12AM)_compressed.pdf
VF 7|Eco||dimension|Kích thước & trọng lượng|length_mm|Chiều dài tổng thể|4545|mm|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||dimension|Kích thước & trọng lượng|width_mm|Chiều rộng tổng thể|1890|mm|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||dimension|Kích thước & trọng lượng|height_mm|Chiều cao tổng thể|1635.75|mm|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||dimension|Kích thước & trọng lượng|wheelbase_mm|Chiều dài cơ sở|2,840|mm|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||dimension|Kích thước & trọng lượng|ground_clearance_mm|Khoảng sáng gầm xe|190|mm|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||powertrain|Hệ thống truyền động|power_kw|Công suất tối đa|130|kW|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||powertrain|Hệ thống truyền động|torque_nm|Mô-men xoắn cực đại|250|Nm|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||battery|Pin & sạc|range_km|Phạm vi di chuyển|498|km|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||battery|Pin & sạc|battery_kwh|Dung lượng pin khả dụng|59,6|kWh|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||powertrain|Hệ thống truyền động|mobile_charger_type|Dây sạc di động|Phụ kiện (AFS 3,5 kW)||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||powertrain|Hệ thống truyền động|home_charger_type|Bộ sạc tại nhà|Phụ kiện (AFS 7,4 kW)||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||battery|Pin & sạc|fast_charge_min|Thời gian nạp pin nhanh nhất|24.1 phút (từ 10% - 70%)|phút|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||powertrain|Hệ thống truyền động|drivetrain|Dẫn động|Cầu trước (FWD)||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||powertrain|Hệ thống truyền động|drive_modes|Chế độ lái|Eco/ Normal/ Sport||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||exterior|Ngoại thất|wheel_size_inch|Kích thước la-zăng|19 inch|inch|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||chassis|Khung gầm & hệ thống treo|front_suspension_type|Hệ thống treo trước|Độc lập, MacPherson||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||chassis|Khung gầm & hệ thống treo|rear_suspension_type|Hệ thống treo sau|Thanh điều hướng đa điểm||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||exterior|Ngoại thất|headlight_type|Đèn chiếu sáng phía trước|LED||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||exterior|Ngoại thất|auto_headlights|Đèn pha tự động|Có||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||exterior|Ngoại thất|drl_type|Đèn chiếu sáng ban ngày|LED||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||exterior|Ngoại thất|auto_high_beam|Tự động bật/tắt chế độ chiếu xa|Không||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||exterior|Ngoại thất|tail_light_type|Đèn hậu|LED||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||exterior|Ngoại thất|rearview_mirror_type|Gương chiếu hậu|Có||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||exterior|Ngoại thất|auto_wiper|Gạt mưa trước tự động|Có||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||exterior|Ngoại thất|smart_key|Chìa khóa thông minh|Có||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||exterior|Ngoại thất|trunk_lid_type|Điều chỉnh cốp sau|Chỉnh cơ||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||exterior|Ngoại thất|door_handle_type|Tay nắm cửa|Dạng ẩn||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||interior|Nội thất|ac_type|Hệ thống điều hòa|Tự động, 2 vùng||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||interior|Nội thất|cabin_air_filter|Lọc không khí Cabin|Có||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||interior|Nội thất|rear_ac_vents|Ống thông gió dưới chân hành khách sau|Có||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||interior|Nội thất|head_up_display|Màn hình hiển thị HUD|OPT||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||interior|Nội thất|display_inch|Màn hình giải trí cảm ứng|12,9 inch|inch|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||infotainment|Giải trí & kết nối|smartphone_integration|Kết nối Android Auto / Apple CarPlay|Có||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||interior|Nội thất|speakers|Hệ thống loa|6|số lượng|https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||interior|Nội thất|wireless_charging|Sạc không dây|Không||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||interior|Nội thất|driver_seat_type|Ghế lái|Chỉnh điện 8 hướng||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||interior|Nội thất|seat_material_type|Chất liệu bọc ghế|Da nhân tạo||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||exterior|Ngoại thất|one_touch_windows|Kính cửa sổ chỉnh điện 1 chạm|Có, lên/xuống một chạm tất cả các vị trí||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||convenience|Tiện nghi|epb_auto_hold|Phanh đỗ điện tử & giữ phanh tự động|Có||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||interior|Nội thất|interior_mirror_type|Gương chiếu hậu trong xe|Chế độ ngày/đêm||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||safety|An toàn|airbags|Túi khí|6||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||safety|An toàn|abs|Chống bó cứng phanh (ABS)|Có||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||safety|An toàn|ebd|Phân phối lực phanh điện tử (EBD)|Có||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||safety|An toàn|brake_assist|Hỗ trợ phanh khẩn cấp (BA)|Có||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||safety|An toàn|esc|Cân bằng điện tử (ESC)|Có||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||safety|An toàn|tcs|Kiểm soát lực kéo (TCS)|Có||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||safety|An toàn|hsa|Hỗ trợ khởi hành ngang dốc (HSA)|Có||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||safety|An toàn|rollover_mitigation|Chức năng chống lật ROM|Có||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
VF 7|Eco||safety|An toàn|tpms|Giám sát áp suất lốp|Có||https://vinfastnamtuliem.vn/wp-content/uploads/2025/02/VF7_Brochure_T062025.pdf
